track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,author,producer,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart
I Stay Away,Music Bank,compilation album,1999,Alice In Chains,254,0.0815,0.201,0.85,0.00106,6,0.091,-5.329,1,0.0427,83.014,4,0.344,"Layne Staley, Jerry Cantrell, Mike Inez",Alice in Chains,"Jerry Cantrell, Mike Inez, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Eerie, Reflective",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Excuses,Music Bank,compilation album,1999,Alice In Chains,257,0.0204,0.527,0.849,0.000126,3,0.0744,-4.91,1,0.0312,117.436,4,0.708,Jerry Cantrell,Alice in Chains,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down in a Hole,Music Bank,compilation album,1999,Alice In Chains,337,0.0527,0.354,0.826,0.000294,6,0.122,-5.552,1,0.0364,97.248,4,0.409,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hate To Feel,Music Bank,compilation album,1999,Alice In Chains,316,0.25,0.285,0.94,0.0,8,0.236,-4.257,1,0.0982,138.722,4,0.0723,Layne Staley,"Dave Jerden, Alice in Chains",Layne Staley,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What the Hell Have I - Remix,Music Bank,compilation album,1999,Alice In Chains,234,0.00691,0.204,0.815,9.18e-05,8,0.191,-5.157,1,0.037,200.486,4,0.676,Jerry Cantrell,Alice in Chains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Little Bitter - Remix,Music Bank,compilation album,1999,Alice In Chains,228,0.0202,0.427,0.943,4.71e-05,8,0.0841,-6.149,1,0.263,122.925,4,0.309,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney",Alice in Chains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grind,Music Bank,compilation album,1999,Alice In Chains,284,0.000216,0.242,0.92,0.000374,11,0.426,-4.632,1,0.0522,176.24,4,0.305,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Again - Tattoo of Pain Mix,Music Bank,compilation album,1999,"Alice In Chains, Praga Kahn, Oliver Adams",241,1.39e-05,0.499,0.932,0.143,7,0.395,-4.703,1,0.0596,123.043,4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head Creeps,Music Bank,compilation album,1999,Alice In Chains,388,0.00191,0.276,0.989,0.249,8,0.252,-4.445,1,0.0739,101.064,4,0.19,Layne Staley,"Toby Wright, Alice in Chains",Layne Staley,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Am,Music Bank,compilation album,1999,Alice In Chains,251,0.0129,0.439,0.96,0.011,11,0.0961,-4.365,1,0.263,157.644,4,0.384,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogs,Music Bank,compilation album,1999,Alice In Chains,497,0.0206,0.383,0.538,0.415,11,0.116,-7.691,1,0.0291,93.268,4,0.0667,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic","Politics/Society, Reminiscing",03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,Music Bank,compilation album,1999,Alice In Chains,330,0.00273,0.529,0.784,0.000797,10,0.11,-4.559,0,0.0355,111.244,4,0.521,"Jerry Cantrell, Mike Inez","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutshell,Music Bank,compilation album,1999,Alice In Chains,268,0.259,0.376,0.522,0.149,3,0.98,-10.942,0,0.0352,123.247,3,0.232,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Killer Is Me,Music Bank,compilation album,1999,Alice In Chains,316,0.236,0.456,0.726,0.171,10,0.716,-8.957,0,0.04,121.786,4,0.316,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Intense, Menacing, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Cold, Gloomy, Somber, Druggy",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Now,Music Bank,compilation album,1999,Alice In Chains,355,0.12,0.478,0.56,0.0585,5,0.692,-7.653,0,0.0286,111.118,4,0.285,"Jerry Cantrell, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Sean Kinney",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Died,Music Bank,compilation album,1999,Alice In Chains,357,0.0413,0.448,0.812,0.00244,6,0.0928,-6.495,1,0.0327,104.588,4,0.497,"Layne Staley, Jerry Cantrell","Dave Jerden, Toby Wright","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal",Yearning,,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleed the Freak,Live,live album,2000,Alice In Chains,273,0.000539,0.202,0.843,0.103,8,0.992,-6.009,1,0.0622,116.619,4,0.31,Jerry Cantrell,,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Motivation,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen of the Rodeo,Live,live album,2000,Alice In Chains,280,0.00644,0.207,0.75,0.0903,10,0.973,-8.158,0,0.0474,145.634,4,0.402,"Layne Staley, Jett Silver",Mark Naficy,"J. Silver, Layne Staley",Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Brooding, Visceral, Bleak, Cathartic, Gloomy, Intimate, Melancholy, Reflective, Somber, Wistful, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angry Chair,Live,live album,2000,Alice In Chains,262,1.69e-05,0.265,0.946,0.0164,8,0.442,-5.617,1,0.0903,110.677,4,0.192,Layne Staley,Tony Wilson,Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man in the Box,Live,live album,2000,Alice In Chains,288,2.46e-05,0.387,0.964,0.0372,1,0.697,-5.626,1,0.12,115.141,4,0.215,"Layne Staley, Jerry Cantrell",Tony Wilson,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love, Hate, Love",Live,live album,2000,Alice In Chains,467,0.00137,0.19,0.77,0.0744,8,0.965,-7.375,1,0.0731,89.676,4,0.13,"Layne Staley, Jerry Cantrell",Tony Wilson,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rooster,Live,live album,2000,Alice In Chains,408,0.00783,0.269,0.659,0.00508,8,0.686,-7.123,1,0.0397,133.087,3,0.177,Jerry Cantrell,Tony Wilson,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Would?,Live,live album,2000,Alice In Chains,228,1.79e-05,0.203,0.922,0.535,1,0.789,-6.358,1,0.0682,92.48,4,0.27,Jerry Cantrell,Tony Wilson,Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junkhead,Live,live album,2000,Alice In Chains,320,4.03e-05,0.326,0.902,0.00726,4,0.968,-6.156,1,0.0749,135.282,4,0.267,"Layne Staley, Jerry Cantrell",Tony Wilson,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirt,Live,live album,2000,Alice In Chains,323,0.00229,0.254,0.956,0.328,6,0.976,-4.454,0,0.0686,122.484,4,0.259,,,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Volatile, Angry, Gloomy, Melancholy, Somber, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Them Bones,Live,live album,2000,Alice In Chains,159,0.0388,0.0839,0.96,4.84e-05,9,0.965,-4.276,1,0.0787,169.416,1,0.212,Jerry Cantrell,,Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Am,Live,live album,2000,Alice In Chains,238,0.076,0.214,0.97,0.00857,8,0.961,-4.539,0,0.112,163.128,4,0.305,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney",,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Again,Live,live album,2000,Alice In Chains,263,0.0568,0.424,0.986,0.00899,10,0.871,-5.02,0,0.102,125.909,4,0.071,"Layne Staley, Jerry Cantrell",,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Little Bitter,Live,live album,2000,Alice In Chains,231,0.00479,0.252,0.986,3.73e-05,8,0.904,-3.948,0,0.226,120.782,4,0.119,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney",,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Angst-Ridden, Menacing, Ominous, Brooding, Confrontational, Visceral, Bleak, Volatile, Cold, Gloomy, Somber, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dam That River,Live,live album,2000,Alice In Chains,212,0.00194,0.299,0.976,1.97e-05,6,0.985,-3.585,0,0.126,127.82,4,0.133,Jerry Cantrell,,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,01:06:01,Alternative MetalHeavy MetalAlternative Pop/RockAlternative/Indie RockGrunge,1990 - 1996,"Dallas, TX","Aggressive, Angry, Bleak, Brooding, Cathartic, Intense, Malevolent, Menacing, Nihilistic, Somber, Tense/Anxious, Visceral",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
