track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
What the Hell Have I,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Eerie, Intense, Ominous, Volatile, Reflective",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Down in a Hole,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
No Excuses,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
I Stay Away,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Eerie, Reflective",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Grind,Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Heaven Beside You,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Over Now,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Get Born Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Dramatic, Eerie, Intense, Lively, Menacing, Ominous, Theatrical, Volatile, Reflective",Feeling Blue,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Bonus Material,,,,,,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Iron Gland,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Got Me Wrong,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,Nothing Safe/Music Bank,2003,02:05:13,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
We Die Young,Jerry Cantrell,"Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Lively, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Man in the Box,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Sea Of Sorrow,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Visceral, Confident, Volatile, Brooding, Theatrical",Feeling Blue,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
"Love, Hate, Love","Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Am I Inside,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Brother,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Got Me Wrong,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Right Turn,,,,,,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Rain When I Die,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Them Bones,Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Angry Chair,Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
Dam That River,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,The Essential Alice In Chains,2006,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5
